year_month,year,month,series_name,category,region,value,index_2015,pct_change_2015
2019-03-01,2019,3,Candy_Gum,processed_food,National,149.801,103.06066813551217,3.0606681355121714
2019-04-01,2019,4,Candy_Gum,processed_food,National,147.353,101.37648368016319,1.3764836801631972
2019-05-01,2019,5,Candy_Gum,processed_food,National,147.628,101.5656792378515,1.5656792378514872
2019-06-01,2019,6,Candy_Gum,processed_food,National,150.379,103.4583227985807,3.4583227985806846
2019-07-01,2019,7,Candy_Gum,processed_food,National,148.924,102.45730630244803,2.4573063024480244
2019-08-01,2019,8,Candy_Gum,processed_food,National,149.477,102.83776136936305,2.8377613693630512
2019-09-01,2019,9,Candy_Gum,processed_food,National,152.423,104.8645617800894,4.8645617800894065
2019-10-01,2019,10,Candy_Gum,processed_food,National,152.782,105.11154798085343,5.111547980853418
2019-11-01,2019,11,Candy_Gum,processed_food,National,153.73,105.76375666699344,5.763756666993453
2019-12-01,2019,12,Candy_Gum,processed_food,National,151.161,103.99632616626162,3.9963261662616185
2020-01-01,2020,1,Candy_Gum,processed_food,National,154.723,106.44692462620979,6.446924626209786
2020-02-01,2020,2,Candy_Gum,processed_food,National,153.671,105.72316562007124,5.723165620071237
2020-03-01,2020,3,Candy_Gum,processed_food,National,154.605,106.36574253236533,6.365742532365334
2020-04-01,2020,4,Candy_Gum,processed_food,National,154.955,106.6065368785141,6.6065368785141025
2020-05-01,2020,5,Candy_Gum,processed_food,National,154.793,106.49508349543953,6.495083495439532
2020-06-01,2020,6,Candy_Gum,processed_food,National,153.507,105.61033626930441,5.610336269304401
2020-07-01,2020,7,Candy_Gum,processed_food,National,151.83,104.45658735932881,4.456587359328814
2020-08-01,2020,8,Candy_Gum,processed_food,National,153.738,105.76926053776256,5.769260537762574
2020-09-01,2020,9,Candy_Gum,processed_food,National,155.991,107.3192881431144,7.319288143114411
2020-10-01,2020,10,Candy_Gum,processed_food,National,156.512,107.67772772695297,7.6777277269529725
2020-11-01,2020,11,Candy_Gum,processed_food,National,156.482,107.65708821156879,7.6570882115687935
2020-12-01,2020,12,Candy_Gum,processed_food,National,157.659,108.46684519847474,8.466845198474736
2021-01-01,2021,1,Candy_Gum,processed_food,National,159.009,109.39562339076278,9.395623390762777
2021-02-01,2021,2,Candy_Gum,processed_food,National,157.5,108.3574557669386,8.357455766938594
2021-03-01,2021,3,Candy_Gum,processed_food,National,158.202,108.84042042692839,8.840420426928377
2021-04-01,2021,4,Candy_Gum,processed_food,National,157.38,108.27489770540188,8.274897705401875
2021-05-01,2021,5,Candy_Gum,processed_food,National,158.622,109.12937364230689,9.12937364230689
2021-06-01,2021,6,Candy_Gum,processed_food,National,158.704,109.1857883176903,9.185788317690308
2021-07-01,2021,7,Candy_Gum,processed_food,National,158.332,108.92985832692648,8.92985832692648
2021-08-01,2021,8,Candy_Gum,processed_food,National,159.018,109.40181524537805,9.40181524537804
2021-09-01,2021,9,Candy_Gum,processed_food,National,159.102,109.45960588845374,9.459605888453742
2021-10-01,2021,10,Candy_Gum,processed_food,National,158.966,109.3660400853788,9.366040085378803
2021-11-01,2021,11,Candy_Gum,processed_food,National,161.318,110.98417809149844,10.984178091498421
2021-12-01,2021,12,Candy_Gum,processed_food,National,164.704,113.31369139452607,13.313691394526064
2022-01-01,2022,1,Candy_Gum,processed_food,National,166.658,114.65801182988223,14.658011829882229
2022-02-01,2022,2,Candy_Gum,processed_food,National,168.711,116.07044266600622,16.070442666006212
2022-03-01,2022,3,Candy_Gum,processed_food,National,170.255,117.13268972444526,17.132689724445267
2022-04-01,2022,4,Candy_Gum,processed_food,National,168.895,116.19703169369583,16.19703169369584
2022-05-01,2022,5,Candy_Gum,processed_food,National,168.485,115.91495831677874,15.914958316778732
2022-06-01,2022,6,Candy_Gum,processed_food,National,169.688,116.74260288368427,16.742602883684285
2022-07-01,2022,7,Candy_Gum,processed_food,National,173.142,119.11889908824939,19.118899088249407
2022-08-01,2022,8,Candy_Gum,processed_food,National,176.422,121.37548610358628,21.37548610358629
2022-09-01,2022,9,Candy_Gum,processed_food,National,179.917,123.77998964584312,23.77998964584312
2022-10-01,2022,10,Candy_Gum,processed_food,National,181.485,124.85874831658954,24.858748316589537
2022-11-01,2022,11,Candy_Gum,processed_food,National,182.05,125.24745918965823,25.24745918965824
2022-12-01,2022,12,Candy_Gum,processed_food,National,183.81,126.45831075886338,26.458310758863384
2023-01-01,2023,1,Candy_Gum,processed_food,National,186.999,128.6522912442016,28.65229124420158
2023-02-01,2023,2,Candy_Gum,processed_food,National,186.574,128.3598981095924,28.359898109592397
2023-03-01,2023,3,Candy_Gum,processed_food,National,186.643,128.407368994976,28.407368994976
2023-04-01,2023,4,Candy_Gum,processed_food,National,187.326,128.87726196188913,28.877261961889133
2023-05-01,2023,5,Candy_Gum,processed_food,National,187.949,129.30587589803392,29.30587589803392
2023-06-01,2023,6,Candy_Gum,processed_food,National,192.062,132.13555345720482,32.135553457204836
2023-07-01,2023,7,Candy_Gum,processed_food,National,192.344,132.3295649018161,32.329564901816106
2023-08-01,2023,8,Candy_Gum,processed_food,National,193.059,132.8214733518057,32.8214733518057
2023-09-01,2023,9,Candy_Gum,processed_food,National,193.493,133.12005834103016,33.12005834103015
2023-10-01,2023,10,Candy_Gum,processed_food,National,192.176,132.2139836156647,32.2139836156647
2023-11-01,2023,11,Candy_Gum,processed_food,National,193.398,133.05469987564692,33.05469987564692
2023-12-01,2023,12,Candy_Gum,processed_food,National,193.973,133.45029058717702,33.45029058717702
2024-01-01,2024,1,Candy_Gum,processed_food,National,195.837,134.73269247638063,34.73269247638065
2024-02-01,2024,2,Candy_Gum,processed_food,National,197.362,135.78186784174306,35.78186784174308
2024-03-01,2024,3,Candy_Gum,processed_food,National,194.926,134.10593919254777,34.10593919254775
2024-04-01,2024,4,Candy_Gum,processed_food,National,194.822,134.03438887254927,34.03438887254928
2024-05-01,2024,5,Candy_Gum,processed_food,National,194.502,133.8142340417847,33.81423404178471
2024-06-01,2024,6,Candy_Gum,processed_food,National,194.242,133.63535824178848,33.635358241788474
2024-07-01,2024,7,Candy_Gum,processed_food,National,195.046,134.18849725408447,34.188497254084474
2024-08-01,2024,8,Candy_Gum,processed_food,National,195.712,134.64669449561325,34.64669449561324
2024-09-01,2024,9,Candy_Gum,processed_food,National,194.161,133.5796315502512,33.57963155025121
2024-10-01,2024,10,Candy_Gum,processed_food,National,197.214,135.68004623251446,35.680046232514464
2024-11-01,2024,11,Candy_Gum,processed_food,National,199.561,137.29474431940338,37.29474431940339
2024-12-01,2024,12,Candy_Gum,processed_food,National,201.153,138.39001460245711,38.39001460245713
2015-01-01,2015,1,Dairy,whole_food,National,294.572,100.26242252408943,0.26242252408943983
2015-02-01,2015,2,Dairy,whole_food,National,293.39,99.86010939377333,-0.1398906062266641
2015-03-01,2015,3,Dairy,whole_food,National,290.546,98.89210724265745,-1.1078927573425534
2015-04-01,2015,4,Dairy,whole_food,National,290.678,98.93703561254047,-1.0629643874595358
2015-05-01,2015,5,Dairy,whole_food,National,291.728,99.29442037297355,-0.7055796270264496
2015-06-01,2015,6,Dairy,whole_food,National,290.674,98.93567414678643,-1.064325853213573
2015-07-01,2015,7,Dairy,whole_food,National,290.621,98.91763472554553,-1.08236527445448
2015-08-01,2015,8,Dairy,whole_food,National,293.836,100.01191282534778,0.011912825347777921
2015-09-01,2015,9,Dairy,whole_food,National,295.811,100.68413654140048,0.6841365414004686
2015-10-01,2015,10,Dairy,whole_food,National,296.02,100.75527312704857,0.7552731270485785
2015-11-01,2015,11,Dairy,whole_food,National,298.402,101.56602598357392,1.5660259835739154
2015-12-01,2015,12,Dairy,whole_food,National,299.334,101.8832475042631,1.883247504263095
2016-01-01,2016,1,Dairy,whole_food,National,302.6,102.99488429242925,2.994884292429241
2016-02-01,2016,2,Dairy,whole_food,National,304.649,103.6922951249315,3.6922951249315057
2016-03-01,2016,3,Dairy,whole_food,National,299.141,101.81755678163111,1.8175567816311151
2016-04-01,2016,4,Dairy,whole_food,National,296.946,101.07045244910672,1.0704524491067215
2016-05-01,2016,5,Dairy,whole_food,National,294.891,100.37099941797341,0.370999417973401
2016-06-01,2016,6,Dairy,whole_food,National,294.849,100.35670402755608,0.3567040275560675
2016-07-01,2016,7,Dairy,whole_food,National,294.509,100.24097943846346,0.24097943846345887
2016-08-01,2016,8,Dairy,whole_food,National,294.186,100.13104107882546,0.1310410788254604
2016-09-01,2016,9,Dairy,whole_food,National,293.742,99.97991838012805,-0.02008161987194362
2016-10-01,2016,10,Dairy,whole_food,National,293.669,99.95507163011699,-0.04492836988301776
2016-11-01,2016,11,Dairy,whole_food,National,293.819,100.00612659589314,0.00612659589314846
2016-12-01,2016,12,Dairy,whole_food,National,292.151,99.43839537646231,-0.561604623537693
2017-01-01,2017,1,Dairy,whole_food,National,287.914,97.99626277650518,-2.0037372234948148
2017-02-01,2017,2,Dairy,whole_food,National,290.673,98.93533378034792,-1.0646662196520726
2017-03-01,2017,3,Dairy,whole_food,National,294.153,100.11980898635473,0.11980898635472047
2017-04-01,2017,4,Dairy,whole_food,National,298.253,101.51531138423626,1.5153113842362682
2017-05-01,2017,5,Dairy,whole_food,National,297.511,101.26275948686356,1.2627594868635696
2017-06-01,2017,6,Dairy,whole_food,National,296.963,101.07623867856135,1.076238678561351
2017-07-01,2017,7,Dairy,whole_food,National,296.969,101.0782808771924,1.0782808771923875
2017-08-01,2017,8,Dairy,whole_food,National,296.781,101.01429198675294,1.0142919867529445
2017-09-01,2017,9,Dairy,whole_food,National,297.435,101.23689163753697,1.2368916375369772
2017-10-01,2017,10,Dairy,whole_food,National,297.921,101.40230972665172,1.4023097266517148
2017-11-01,2017,11,Dairy,whole_food,National,297.377,101.21715038410353,1.2171503841035334
2017-12-01,2017,12,Dairy,whole_food,National,296.666,100.97514984632457,0.975149846324556
2018-01-01,2018,1,Dairy,whole_food,National,298.904,101.73688993570478,1.736889935704783
2018-02-01,2018,2,Dairy,whole_food,National,296.615,100.95779115796066,0.9577911579606678
2018-03-01,2018,3,Dairy,whole_food,National,294.77,100.32981507891397,0.3298150789139568
2018-04-01,2018,4,Dairy,whole_food,National,295.556,100.59734309958101,0.5973430995810074
2018-05-01,2018,5,Dairy,whole_food,National,295.196,100.47481118171827,0.47481118171825104
2018-06-01,2018,6,Dairy,whole_food,National,296.877,101.04696716484969,1.0469671648496846
2018-07-01,2018,7,Dairy,whole_food,National,299.191,101.83457510355649,1.8345751035564843
2018-08-01,2018,8,Dairy,whole_food,National,299.146,101.81925861382366,1.819258613823652
2018-09-01,2018,9,Dairy,whole_food,National,299.344,101.88665116864817,1.886651168648169
2018-10-01,2018,10,Dairy,whole_food,National,297.927,101.40435192528277,1.4043519252827708
2018-11-01,2018,11,Dairy,whole_food,National,297.82,101.36793271636245,1.3679327163624377
2018-12-01,2018,12,Dairy,whole_food,National,302.177,102.8509092889405,2.850909288940485
2019-01-01,2019,1,Dairy,whole_food,National,303.062,103.1521335870198,3.1521335870197937
2019-02-01,2019,2,Dairy,whole_food,National,303.461,103.28793979598436,3.2879397959843653
2019-03-01,2019,3,Dairy,whole_food,National,306.206,104.22224566968801,4.222245669687997
2019-04-01,2019,4,Dairy,whole_food,National,302.011,102.7944084601482,2.794408460148208
2019-05-01,2019,5,Dairy,whole_food,National,300.5,102.28011477156306,2.280114771563069
2019-06-01,2019,6,Dairy,whole_food,National,299.13,101.81381275080751,1.8138127508075221
2019-07-01,2019,7,Dairy,whole_food,National,299.999,102.10959118587073,2.1095911858707206
2019-08-01,2019,8,Dairy,whole_food,National,299.529,101.94961895977211,1.9496189597720937
2019-09-01,2019,9,Dairy,whole_food,National,298.136,101.47548851093089,1.4754885109308806
2019-10-01,2019,10,Dairy,whole_food,National,300.571,102.30428078869713,2.3042807886971244
2019-11-01,2019,11,Dairy,whole_food,National,299.46,101.92613367551506,1.9261336755150567
2019-12-01,2019,12,Dairy,whole_food,National,298.408,101.56806818220497,1.5680681822049716
2020-01-01,2020,1,Dairy,whole_food,National,300.165,102.16609201466301,2.1660920146629974
2020-02-01,2020,2,Dairy,whole_food,National,298.648,101.64975612744682,1.649756127446822
2020-03-01,2020,3,Dairy,whole_food,National,299.482,101.93362173716226,1.9336217371622426
2020-04-01,2020,4,Dairy,whole_food,National,303.282,103.22701420349148,3.2270142034914775
2020-05-01,2020,5,Dairy,whole_food,National,304.782,103.73756386125301,3.737563861253023
2020-06-01,2020,6,Dairy,whole_food,National,305.956,104.13715406006108,4.137154060061072
2020-07-01,2020,7,Dairy,whole_food,National,306.679,104.38323899510212,4.383238995102123
2020-08-01,2020,8,Dairy,whole_food,National,307.808,104.76751270417732,4.767512704177319
2020-09-01,2020,9,Dairy,whole_food,National,307.199,104.56022954312614,4.560229543126138
2020-10-01,2020,10,Dairy,whole_food,National,308.975,105.16472033791582,5.164720337915813
2020-11-01,2020,11,Dairy,whole_food,National,308.108,104.86962263572963,4.869622635729632
2020-12-01,2020,12,Dairy,whole_food,National,308.027,104.8420529542105,4.842052954210503
2021-01-01,2021,1,Dairy,whole_food,National,308.639,105.05035721457723,5.050357214577222
2021-02-01,2021,2,Dairy,whole_food,National,308.872,105.12966259474952,5.129662594749516
2021-03-01,2021,3,Dairy,whole_food,National,310.84,105.79950374573266,5.799503745732651
2021-04-01,2021,4,Dairy,whole_food,National,313.434,106.68241428722163,6.682414287221635
2021-05-01,2021,5,Dairy,whole_food,National,313.606,106.74095731464494,6.740957314644949
2021-06-01,2021,6,Dairy,whole_food,National,315.745,107.46900112661292,7.469001126612918
2021-07-01,2021,7,Dairy,whole_food,National,313.551,106.72223716052702,6.722237160527024
2021-08-01,2021,8,Dairy,whole_food,National,314.914,107.18615661621303,7.186156616213014
2021-09-01,2021,9,Dairy,whole_food,National,316.181,107.61740089380227,7.617400893802266
2021-10-01,2021,10,Dairy,whole_food,National,318.38,108.3658666920807,8.365866692080697
2021-11-01,2021,11,Dairy,whole_food,National,319.803,108.85020813407715,8.85020813407715
2021-12-01,2021,12,Dairy,whole_food,National,323.689,110.17287211411808,10.172872114118071
2022-01-01,2022,1,Dairy,whole_food,National,326.175,111.0190230802482,11.019023080248203
2022-02-01,2022,2,Dairy,whole_food,National,332.525,113.18034996477206,13.18034996477207
2022-03-01,2022,3,Dairy,whole_food,National,337.092,114.73480348943671,14.734803489436727
2022-04-01,2022,4,Dairy,whole_food,National,337.923,115.01764799983663,15.017647999836631
2022-05-01,2022,5,Dairy,whole_food,National,339.195,115.45059410961842,15.450594109618418
2022-06-01,2022,6,Dairy,whole_food,National,341.166,116.12145635991709,16.12145635991709
2022-07-01,2022,7,Dairy,whole_food,National,342.591,116.60647853479055,16.606478534790565
2022-08-01,2022,8,Dairy,whole_food,National,344.796,117.35698653170003,17.35698653170003
2022-09-01,2022,9,Dairy,whole_food,National,348.696,118.68441564188007,18.68441564188006
2022-10-01,2022,10,Dairy,whole_food,National,348.108,118.48428017603754,18.48428017603753
2022-11-01,2022,11,Dairy,whole_food,National,350.603,119.33349444011424,19.333494440114237
2022-12-01,2022,12,Dairy,whole_food,National,351.056,119.48768043675821,19.48768043675821
2023-01-01,2023,1,Dairy,whole_food,National,349.549,118.9747482139271,18.97474821392711
2023-02-01,2023,2,Dairy,whole_food,National,350.115,119.16739561812248,19.16739561812248
2023-03-01,2023,3,Dairy,whole_food,National,345.41,117.56597152494376,17.56597152494377
2023-04-01,2023,4,Dairy,whole_food,National,345.165,117.48258174750939,17.48258174750938
2023-05-01,2023,5,Dairy,whole_food,National,348.773,118.71062385764515,18.710623857645153
2023-06-01,2023,6,Dairy,whole_food,National,351.516,119.64424899847177,19.644248998471767
2023-07-01,2023,7,Dairy,whole_food,National,352.364,119.93287973832626,19.932879738326278
2023-08-01,2023,8,Dairy,whole_food,National,352.198,119.876378909534,19.876378909534
2023-09-01,2023,9,Dairy,whole_food,National,351.13,119.51286755320778,19.512867553207787
2023-10-01,2023,10,Dairy,whole_food,National,352.035,119.82089918005727,19.820899180057264
2023-11-01,2023,11,Dairy,whole_food,National,351.497,119.63778203614012,19.63778203614012
2023-12-01,2023,12,Dairy,whole_food,National,352.164,119.86480645062474,19.864806450624744
2024-01-01,2024,1,Dairy,whole_food,National,352.982,120.14322619732405,20.143226197324054
2024-02-01,2024,2,Dairy,whole_food,National,352.713,120.05166762536548,20.051667625365482
2024-03-01,2024,3,Dairy,whole_food,National,352.57,120.00299522465887,20.00299522465887
2024-04-01,2024,4,Dairy,whole_food,National,351.557,119.65820402245058,19.658204022450583
2024-05-01,2024,5,Dairy,whole_food,National,351.182,119.5305666080102,19.530566608010194
2024-06-01,2024,6,Dairy,whole_food,National,349.945,119.10953332357617,19.109533323576162
2024-07-01,2024,7,Dairy,whole_food,National,351.708,119.70959935466526,19.709599354665247
2024-08-01,2024,8,Dairy,whole_food,National,351.517,119.64458936491027,19.644589364910267
2024-09-01,2024,9,Dairy,whole_food,National,353.497,120.31851491315551,20.318514913155514
2024-10-01,2024,10,Dairy,whole_food,National,355.296,120.93083413603085,20.930834136030853
2024-11-01,2024,11,Dairy,whole_food,National,355.041,120.8440406942114,20.84404069421139
2024-12-01,2024,12,Dairy,whole_food,National,355.279,120.92504790657624,20.925047906576225
2015-01-01,2015,1,Frozen_Foods,processed_food,National,196.84,99.78076011608307,-0.21923988391691923
2015-02-01,2015,2,Frozen_Foods,processed_food,National,196.915,99.81877859306289,-0.18122140693711283
2015-03-01,2015,3,Frozen_Foods,processed_food,National,197.113,99.9191473722896,-0.08085262771040486
2015-04-01,2015,4,Frozen_Foods,processed_food,National,196.831,99.7761978988455,-0.22380210115450408
2015-05-01,2015,5,Frozen_Foods,processed_food,National,197.283,100.00532258677717,0.005322586777163102
2015-06-01,2015,6,Frozen_Foods,processed_food,National,196.94,99.83145141872282,-0.16854858127717257
2015-07-01,2015,7,Frozen_Foods,processed_food,National,197.17,99.94804141479425,-0.0519585852057537
2015-08-01,2015,8,Frozen_Foods,processed_food,National,197.426,100.077811149552,0.07781114955200535
2015-09-01,2015,9,Frozen_Foods,processed_food,National,196.977,99.85020720069954,-0.14979279930046208
2015-10-01,2015,10,Frozen_Foods,processed_food,National,198.169,100.45444752816535,0.4544475281653566
2015-11-01,2015,11,Frozen_Foods,processed_food,National,198.045,100.39159031289206,0.39159031289205515
2015-12-01,2015,12,Frozen_Foods,processed_food,National,197.561,100.14624440811568,0.14624440811567707
2016-01-01,2016,1,Frozen_Foods,processed_food,National,198.847,100.79813456006286,0.7981345600628573
2016-02-01,2016,2,Frozen_Foods,processed_food,National,199.188,100.9709919020644,0.9709919020643932
2016-03-01,2016,3,Frozen_Foods,processed_food,National,198.824,100.78647556045573,0.786475560455717
2016-04-01,2016,4,Frozen_Foods,processed_food,National,199,100.87569225310166,0.87569225310167
2016-05-01,2016,5,Frozen_Foods,processed_food,National,198.984,100.8675816446793,0.8675816446793145
2016-06-01,2016,6,Frozen_Foods,processed_food,National,199.02,100.88583051362963,0.8858305136296251
2016-07-01,2016,7,Frozen_Foods,processed_food,National,198.958,100.85440190599297,0.8544019059929744
2016-08-01,2016,8,Frozen_Foods,processed_food,National,198.815,100.78191334321814,0.7819133432181321
2016-09-01,2016,9,Frozen_Foods,processed_food,National,198.923,100.83665995006908,0.8366599500690637
2016-10-01,2016,10,Frozen_Foods,processed_food,National,199.173,100.96338820666844,0.9633882066684376
2016-11-01,2016,11,Frozen_Foods,processed_food,National,198.799,100.77380273479577,0.7738027347957767
2016-12-01,2016,12,Frozen_Foods,processed_food,National,199.18,100.96693659785323,0.9669365978532227
2017-01-01,2017,1,Frozen_Foods,processed_food,National,200.164,101.46573901582833,1.4657390158283485
2017-02-01,2017,2,Frozen_Foods,processed_food,National,199.632,101.19606128578489,1.1960612857848898
2017-03-01,2017,3,Frozen_Foods,processed_food,National,199.855,101.30910289067153,1.3091028906715236
2017-04-01,2017,4,Frozen_Foods,processed_food,National,200.612,101.69283605165442,1.6928360516544307
2017-05-01,2017,5,Frozen_Foods,processed_food,National,199.576,101.16767415630663,1.1676741563066242
2017-06-01,2017,6,Frozen_Foods,processed_food,National,199.179,100.96642968482684,0.9664296848268228
2017-07-01,2017,7,Frozen_Foods,processed_food,National,199.743,101.252328631715,1.2523286317150069
2017-08-01,2017,8,Frozen_Foods,processed_food,National,199.92,101.34205223738736,1.3420522373873598
2017-09-01,2017,9,Frozen_Foods,processed_food,National,200.633,101.70348122520878,1.7034812252087856
2017-10-01,2017,10,Frozen_Foods,processed_food,National,201.027,101.90320495760939,1.9032049576093872
2017-11-01,2017,11,Frozen_Foods,processed_food,National,201.57,102.17845873094322,2.178458730943231
2017-12-01,2017,12,Frozen_Foods,processed_food,National,201.709,102.24891964161249,2.248919641612488
2018-01-01,2018,1,Frozen_Foods,processed_food,National,201.299,102.04108530078952,2.0410853007895162
2018-02-01,2018,2,Frozen_Foods,processed_food,National,201.698,102.24334359832213,2.2433435983221175
2018-03-01,2018,3,Frozen_Foods,processed_food,National,201.687,102.23776755503175,2.237767555031747
2018-04-01,2018,4,Frozen_Foods,processed_food,National,201.946,102.3690580288687,2.3690580288686918
2018-05-01,2018,5,Frozen_Foods,processed_food,National,201.764,102.27679985806435,2.2767998580643534
2018-06-01,2018,6,Frozen_Foods,processed_food,National,202.285,102.54090154481743,2.540901544817442
2018-07-01,2018,7,Frozen_Foods,processed_food,National,202.125,102.45979546059385,2.4597954605938446
2018-08-01,2018,8,Frozen_Foods,processed_food,National,202.036,102.41468020124447,2.414680201244468
2018-09-01,2018,9,Frozen_Foods,processed_food,National,203.018,102.9124687931668,2.9124687931668087
2018-10-01,2018,10,Frozen_Foods,processed_food,National,203.435,103.12385152517456,3.123851525174565
2018-11-01,2018,11,Frozen_Foods,processed_food,National,204.136,103.4791975566792,3.479197556679207
2018-12-01,2018,12,Frozen_Foods,processed_food,National,204.695,103.76256193843541,3.7625619384354057
2019-01-01,2019,1,Frozen_Foods,processed_food,National,205.059,103.94707828004411,3.9470782800440958
2019-02-01,2019,2,Frozen_Foods,processed_food,National,205.947,104.39721704748509,4.397217047485075
2019-03-01,2019,3,Frozen_Foods,processed_food,National,204.958,103.89588006437795,3.8958800643779496
2019-04-01,2019,4,Frozen_Foods,processed_food,National,204.031,103.42597168890748,3.4259716889074747
2019-05-01,2019,5,Frozen_Foods,processed_food,National,205.369,104.10422131822732,4.104221318227321
2019-06-01,2019,6,Frozen_Foods,processed_food,National,205.598,104.22030440127234,4.220304401272354
2019-07-01,2019,7,Frozen_Foods,processed_food,National,206.224,104.53763195579717,4.537631955797174
2019-08-01,2019,8,Frozen_Foods,processed_food,National,206.659,104.75813912228008,4.758139122280086
2019-09-01,2019,9,Frozen_Foods,processed_food,National,206.12,104.48491300105185,4.484913001051843
2019-10-01,2019,10,Frozen_Foods,processed_food,National,205.786,104.31560405023508,4.315604050235077
2019-11-01,2019,11,Frozen_Foods,processed_food,National,205.02,103.9273086720146,3.9273086720146004
2019-12-01,2019,12,Frozen_Foods,processed_food,National,205.115,103.97546540952236,3.9754654095223616
2020-01-01,2020,1,Frozen_Foods,processed_food,National,206.014,104.43118022025371,4.431180220253711
2020-02-01,2020,2,Frozen_Foods,processed_food,National,206.774,104.8164341203158,4.816434120315803
2020-03-01,2020,3,Frozen_Foods,processed_food,National,207.917,105.39583570948814,5.395835709488141
2020-04-01,2020,4,Frozen_Foods,processed_food,National,208.853,105.8703063021962,5.870306302196201
2020-05-01,2020,5,Frozen_Foods,processed_food,National,209.458,106.17698868316667,6.176988683166681
2020-06-01,2020,6,Frozen_Foods,processed_food,National,209.222,106.05735720893688,6.057357208936877
2020-07-01,2020,7,Frozen_Foods,processed_food,National,209.471,106.18357855250986,6.18357855250985
2020-08-01,2020,8,Frozen_Foods,processed_food,National,209.262,106.07763372999277,6.0776337299927725
2020-09-01,2020,9,Frozen_Foods,processed_food,National,209.015,105.95242621247259,5.9524262124725835
2020-10-01,2020,10,Frozen_Foods,processed_food,National,210.209,106.5576803659912,6.557680365991201
2020-11-01,2020,11,Frozen_Foods,processed_food,National,210.976,106.94648265723808,6.9464826572380804
2020-12-01,2020,12,Frozen_Foods,processed_food,National,211.003,106.96016930895081,6.960169308950806
2021-01-01,2021,1,Frozen_Foods,processed_food,National,210.914,106.91505404960142,6.915054049601429
2021-02-01,2021,2,Frozen_Foods,processed_food,National,210.432,106.67072197087784,6.670721970877837
2021-03-01,2021,3,Frozen_Foods,processed_food,National,210.96,106.93837204881574,6.938372048815725
2021-04-01,2021,4,Frozen_Foods,processed_food,National,211.134,107.02657491540887,7.026574915408877
2021-05-01,2021,5,Frozen_Foods,processed_food,National,211.938,107.43413298863247,7.434132988632465
2021-06-01,2021,6,Frozen_Foods,processed_food,National,212.638,107.78897210711071,7.788972107110721
2021-07-01,2021,7,Frozen_Foods,processed_food,National,213.136,108.04141479425667,8.041414794256669
2021-08-01,2021,8,Frozen_Foods,processed_food,National,213.86,108.40841982536847,8.408419825368465
2021-09-01,2021,9,Frozen_Foods,processed_food,National,213.98,108.46924938853616,8.469249388536152
2021-10-01,2021,10,Frozen_Foods,processed_food,National,213.399,108.17473292019922,8.174732920199212
2021-11-01,2021,11,Frozen_Foods,processed_food,National,213.682,108.3181893066697,8.318189306669698
2021-12-01,2021,12,Frozen_Foods,processed_food,National,213.576,108.26445652587155,8.264456525871566
2022-01-01,2022,1,Frozen_Foods,processed_food,National,214.068,108.51385773485916,8.513857734859142
2022-02-01,2022,2,Frozen_Foods,processed_food,National,215.762,109.3725684015765,9.372568401576494
2022-03-01,2022,3,Frozen_Foods,processed_food,National,216.574,109.78418177901126,9.784181779011268
2022-04-01,2022,4,Frozen_Foods,processed_food,National,217.197,110.0999885944569,10.099988594456903
2022-05-01,2022,5,Frozen_Foods,processed_food,National,217.666,110.33773080383733,10.337730803837324
2022-06-01,2022,6,Frozen_Foods,processed_food,National,218.737,110.88063465510905,10.880634655109041
2022-07-01,2022,7,Frozen_Foods,processed_food,National,219.638,111.33736329189318,11.337363291893192
2022-08-01,2022,8,Frozen_Foods,processed_food,National,220.711,111.8812809692177,11.881280969217709
2022-09-01,2022,9,Frozen_Foods,processed_food,National,220.23,111.6374558035205,11.637455803520501
2022-10-01,2022,10,Frozen_Foods,processed_food,National,221.446,112.25386204361986,12.253862043619861
2022-11-01,2022,11,Frozen_Foods,processed_food,National,223.315,113.20128248995678,13.201282489956782
2022-12-01,2022,12,Frozen_Foods,processed_food,National,224.841,113.97483176823937,13.974831768239365
2023-01-01,2023,1,Frozen_Foods,processed_food,National,225.372,114.24400258525644,14.244002585256437
2023-02-01,2023,2,Frozen_Foods,processed_food,National,225.024,114.06759685207011,14.067596852070102
2023-03-01,2023,3,Frozen_Foods,processed_food,National,224.974,114.04225120075023,14.042251200750222
2023-04-01,2023,4,Frozen_Foods,processed_food,National,225.14,114.1263987631322,14.126398763132203
2023-05-01,2023,5,Frozen_Foods,processed_food,National,226.072,114.59884170373469,14.598841703734678
2023-06-01,2023,6,Frozen_Foods,processed_food,National,225.688,114.40418710159803,14.404187101598032
2023-07-01,2023,7,Frozen_Foods,processed_food,National,225.608,114.36363405948624,14.363634059486241
2023-08-01,2023,8,Frozen_Foods,processed_food,National,225.949,114.53649140148778,14.536491401487792
2023-09-01,2023,9,Frozen_Foods,processed_food,National,226.652,114.89285125904523,14.892851259045218
2023-10-01,2023,10,Frozen_Foods,processed_food,National,227.372,115.25782863805144,15.257828638051429
2023-11-01,2023,11,Frozen_Foods,processed_food,National,226.653,114.89335817207163,14.893358172071618
2023-12-01,2023,12,Frozen_Foods,processed_food,National,227.542,115.344003852539,15.344003852538995
2024-01-01,2024,1,Frozen_Foods,processed_food,National,228.114,115.63395810363836,15.633958103638365
2024-02-01,2024,2,Frozen_Foods,processed_food,National,229.119,116.14340569516786,16.143405695167846
