year_month,year,series_base,index_2015_National,index_2015_DC,pct_change_2015_National,pct_change_2015_DC,dc_vs_national_diff,dc_premium_pct
2023-02-01,2023,food_overall,124.91347612195524,124.10762071600693,24.91347612195525,24.107620716006938,-0.8058554059483072,-0.6451308785623228
2023-03-01,2023,food_overall,124.5910820120117,124.00378781238916,24.591082012011697,24.003787812389174,-0.5872941996225336,-0.4713773972730353
2023-04-01,2023,food_overall,124.58447726712167,124.08613804629292,24.58447726712168,24.086138046292916,-0.49833922082875404,-0.4000010529082725
2023-05-01,2023,food_overall,124.69428115091807,124.16177494591105,24.694281150918084,24.161774945911056,-0.5325062050070244,-0.4270494204642229
2023-06-01,2023,food_overall,124.7124441993656,124.19668428419632,24.7124441993656,24.196684284196333,-0.5157599151692835,-0.4135593031476382
2023-07-01,2023,food_overall,124.97704679152157,124.56412744742995,24.97704679152158,24.564127447429946,-0.4129193440916197,-0.33039614448597454
2023-08-01,2023,food_overall,125.2862314116851,124.64647768133368,25.286231411685094,24.64647768133369,-0.6397537303514156,-0.5106337090220334
2023-09-01,2023,food_overall,125.23504463878754,124.79596125809378,25.235044638787542,24.79596125809377,-0.4390833806937593,-0.3506074373672298
2023-10-01,2023,food_overall,125.63009094252118,125.09806130094722,25.630090942521182,25.098061300947222,-0.5320296415739563,-0.42348902049061854
2023-11-01,2023,food_overall,125.55372357973044,124.64826790380987,25.553723579730452,24.648267903809867,-0.9054556759205781,-0.721169910461147
2023-12-01,2023,food_overall,125.70356872942253,124.78521992323677,25.70356872942253,24.785219923236756,-0.9183488061857616,-0.7305670121128472
2024-01-01,2024,food_overall,126.07673681570802,125.5599386997987,26.076736815708013,25.559938699798714,-0.5167981159093102,-0.4099075919649928
2024-02-01,2024,food_overall,126.14237146805247,125.60066626113155,26.142371468052474,25.600666261131554,-0.5417052069209234,-0.4294395298078875
2024-03-01,2024,food_overall,126.05444580170425,125.2318804310408,26.054445801704247,25.231880431040814,-0.8225653706634404,-0.6525476871775032
2024-04-01,2024,food_overall,126.02596283936607,125.5491973649417,26.025962839366073,25.5491973649417,-0.47676547442436856,-0.3783073453142814
2024-05-01,2024,food_overall,126.0197708910317,125.55277780989402,26.019770891031698,25.552777809894028,-0.466993081137673,-0.37057128245493975
2024-06-01,2024,food_overall,126.17580798905814,125.35093022570605,26.175807989058146,25.350930225706037,-0.8248777633520916,-0.6537527094129045
2024-07-01,2024,food_overall,126.31409483519269,125.63915604436919,26.31409483519269,25.639156044369184,-0.6749387908235036,-0.53433371129653
2024-08-01,2024,food_overall,126.4144043982097,125.38539200837229,26.414404398209694,25.385392008372282,-1.0290123898374048,-0.8139993181441417
2024-09-01,2024,food_overall,126.81151468472149,126.22724412779056,26.811514684721487,26.22724412779055,-0.5842705569309317,-0.4607393566613756
2024-10-01,2024,food_overall,127.05795422842992,126.44744149235929,27.057954228429924,26.447441492359296,-0.610512736070632,-0.4804994223132441
2024-11-01,2024,food_overall,127.50501289817238,126.27513257902807,27.50501289817237,26.275132579028078,-1.2298803191443142,-0.9645740910018314
2024-12-01,2024,food_overall,127.86538429123348,126.3051188055039,27.865384291233486,26.305118805503902,-1.5602654857295875,-1.2202407198619432
