season,team,team_id,games,wins,losses,win_pct,total_fga,total_fg3a,total_fg2a,share_3pt,share_2pt,fg_pct,fg3_pct,fg2_pct,ts_pct,avg_3pa,avg_2pa,avg_pts
2006,Phoenix Suns,1610612756,82,54,28,0.6585365853658537,7167,2097,5070,0.29259104227710336,0.7074089577228966,0.47858239151667364,0.39914163090128757,0.511439842209073,0.5684493346980556,25.573170731707314,61.829268292682926,108.36585365853658
2006,Portland Trail Blazers,1610612757,82,21,61,0.25609756097560976,6267,1042,5225,0.16626775171533428,0.8337322482846657,0.4453486516674645,0.3493282149712092,0.4644976076555024,0.5114175638411986,12.707317073170733,63.71951219512195,88.84146341463415
2006,Sacramento Kings,1610612758,82,44,38,0.5365853658536586,6500,1408,5092,0.21661538461538463,0.7833846153846153,0.4544615384615385,0.3508522727272727,0.4831107619795758,0.5435803071838973,17.170731707317074,62.09756097560975,98.85365853658537
2006,San Antonio Spurs,1610612759,82,63,19,0.7682926829268293,6342,1362,4980,0.21475875118259224,0.7852412488174078,0.47193314411857457,0.38472834067547723,0.49578313253012046,0.5462054853332292,16.609756097560975,60.73170731707317,95.57317073170732
2006,Seattle SuperSonics,1610612760,82,35,47,0.4268292682926829,6711,1631,5080,0.24303382506332885,0.7569661749366712,0.4585009685590821,0.37093807480073576,0.48661417322834644,0.5506916545760242,19.890243902439025,61.951219512195124,102.57317073170732
2006,Toronto Raptors,1610612761,82,27,55,0.32926829268292684,6639,1620,5019,0.24401265250790782,0.7559873474920922,0.4538334086458804,0.37530864197530867,0.4791791193464834,0.5482154386781968,19.75609756097561,61.207317073170735,101.0609756097561
2006,Utah Jazz,1610612762,82,41,41,0.5,6207,925,5282,0.1490252940228774,0.8509747059771227,0.4420815208635412,0.3362162162162162,0.4606209769026884,0.5192648422115074,11.28048780487805,64.41463414634147,92.35365853658537
2006,Washington Wizards,1610612764,82,42,40,0.5121951219512195,6656,1394,5262,0.20943509615384615,0.7905649038461539,0.4469651442307692,0.3565279770444763,0.4709236031927024,0.5375123803235391,17,64.17073170731707,101.65853658536585
2007,Atlanta Hawks,1610612737,82,30,52,0.36585365853658536,6372,1038,5334,0.16290018832391714,0.8370998116760828,0.44428750784682985,0.3285163776493256,0.4668166479190101,0.523066696452409,12.658536585365855,65.04878048780488,93.65853658536585
2007,Boston Celtics,1610612738,82,24,58,0.2926829268292683,6454,1283,5171,0.1987914471645491,0.8012085528354509,0.4428261543229005,0.36710833982852686,0.4616128408431638,0.5299960066483909,15.646341463414634,63.0609756097561,95.8170731707317
2007,Charlotte Bobcats,1610612766,82,33,49,0.4024390243902439,6643,1280,5363,0.19268402830046666,0.8073159716995334,0.44558181544482917,0.35703125,0.466716390080179,0.5238802348460471,15.609756097560975,65.40243902439025,96.89024390243902
2007,Chicago Bulls,1610612741,82,49,33,0.5975609756097561,6663,1237,5426,0.18565210865976287,0.8143478913402371,0.4571514332883086,0.3880355699272433,0.4729082196830077,0.5343346280503248,15.085365853658537,66.17073170731707,98.78048780487805
2007,Cleveland Cavaliers,1610612739,82,50,32,0.6097560975609756,6658,1404,5254,0.21087413637729047,0.7891258636227095,0.44728146590567736,0.35185185185185186,0.4727826417967263,0.5222128027043963,17.121951219512194,64.07317073170732,96.7560975609756
2007,Dallas Mavericks,1610612742,82,67,15,0.8170731707317073,6442,1404,5038,0.21794473765911207,0.782055262340888,0.4672461968332816,0.38105413105413105,0.4912663755458515,0.5585142608079762,17.121951219512194,61.4390243902439,100.01219512195122
2007,Denver Nuggets,1610612743,82,45,37,0.5487804878048781,6805,1440,5365,0.21160911094783247,0.7883908890521675,0.46495224099926524,0.33611111111111114,0.4995340167753961,0.5479818739089837,17.5609756097561,65.42682926829268,105.35365853658537
2007,Detroit Pistons,1610612765,82,53,29,0.6463414634146342,6484,1305,5179,0.2012646514497224,0.7987353485502776,0.4537322640345466,0.34406130268199236,0.4813670592778529,0.5348756305444425,15.914634146341463,63.15853658536585,96
2007,Golden State Warriors,1610612744,82,42,40,0.5121951219512195,7048,1967,5081,0.27908626560726446,0.7209137343927355,0.4626844494892168,0.35587188612099646,0.5040346388506199,0.5475875312745999,23.98780487804878,61.96341463414634,106.54878048780488
2007,Houston Rockets,1610612745,82,52,30,0.6341463414634146,6528,1893,4635,0.2899816176470588,0.7100183823529411,0.44515931372549017,0.3724247226624406,0.4748651564185545,0.5397983341116167,23.085365853658537,56.52439024390244,96.98780487804878
2007,Indiana Pacers,1610612754,82,35,47,0.4268292682926829,6561,1389,5172,0.211705532693187,0.788294467306813,0.43773814967230606,0.3462922966162707,0.4622969837587007,0.5229455709711847,16.9390243902439,63.07317073170732,95.60975609756098
2007,Los Angeles Clippers,1610612746,82,40,42,0.4878048780487805,6318,903,5415,0.1429249762583096,0.8570750237416904,0.45584045584045585,0.3477297895902547,0.47386888273314864,0.5367653097538942,11.012195121951219,66.03658536585365,95.64634146341463
2007,Los Angeles Lakers,1610612747,82,42,40,0.5121951219512195,6664,1724,4940,0.258703481392557,0.741296518607443,0.46563625450180074,0.35266821345707655,0.5050607287449392,0.554491155885694,21.024390243902438,60.24390243902439,103.34146341463415
2007,Memphis Grizzlies,1610612763,82,22,60,0.2682926829268293,6448,1362,5086,0.21122828784119108,0.7887717121588089,0.4649503722084367,0.3671071953010279,0.4911521824616595,0.5547786479143361,16.609756097560975,62.02439024390244,101.59756097560975
2007,Miami Heat,1610612748,82,44,38,0.5365853658536586,6288,1539,4749,0.24475190839694658,0.7552480916030534,0.4642175572519084,0.34307992202729043,0.5034744156664561,0.5405943960447918,18.76829268292683,57.91463414634147,94.6219512195122
2007,Milwaukee Bucks,1610612749,82,28,54,0.34146341463414637,6714,1472,5242,0.21924337205838546,0.7807566279416145,0.4648495680667262,0.35597826086956524,0.4954215948111408,0.5405934620737831,17.951219512195124,63.92682926829268,99.65853658536585
2007,Minnesota Timberwolves,1610612750,82,32,50,0.3902439024390244,6503,1089,5414,0.16746117176687683,0.8325388282331232,0.4608642165154544,0.3526170798898072,0.4826376062061323,0.536911013321555,13.28048780487805,66.02439024390245,96.0609756097561
2007,New Jersey Nets,1610612751,82,41,41,0.5,6379,1676,4703,0.26273710612948736,0.7372628938705126,0.4566546480639599,0.36336515513126494,0.4899000637890708,0.5460449448017557,20.4390243902439,57.35365853658537,97.57317073170732
2007,New Orleans/Oklahoma City Hornets,1610612740,82,39,43,0.47560975609756095,6674,1256,5418,0.18819298771351514,0.8118070122864849,0.4451603236439916,0.3622611464968153,0.4643779992617202,0.520254940196917,15.31707317073171,66.07317073170732,95.52439024390245
2007,New York Knicks,1610612752,82,33,49,0.4024390243902439,6356,1370,4986,0.21554436752674638,0.7844556324732537,0.4567337948395217,0.345985401459854,0.4871640593662254,0.5393887377466857,16.70731707317073,60.80487804878049,97.48780487804878
2007,Orlando Magic,1610612753,82,40,42,0.4878048780487805,6090,962,5128,0.1579638752052545,0.8420361247947454,0.4720853858784893,0.35550935550935553,0.49395475819032764,0.5439652131061247,11.73170731707317,62.53658536585366,94.76829268292683
2007,Philadelphia 76ers,1610612755,82,35,47,0.4268292682926829,6408,823,5585,0.12843320848938827,0.8715667915106118,0.4575530586766542,0.3450789793438639,0.4741271262309758,0.5297792416364973,10.036585365853659,68.10975609756098,94.9390243902439
2007,Phoenix Suns,1610612756,82,61,21,0.7439024390243902,6855,1965,4890,0.28665207877461707,0.7133479212253829,0.49423778264040846,0.3994910941475827,0.5323108384458077,0.5899687682794349,23.963414634146343,59.63414634146341,110.20731707317073
2007,Portland Trail Blazers,1610612757,82,32,50,0.3902439024390244,6392,1232,5160,0.1927409261576971,0.8072590738423029,0.44962453066332914,0.3457792207792208,0.4744186046511628,0.530404253681282,15.024390243902438,62.92682926829268,94.10975609756098
2007,Sacramento Kings,1610612758,82,33,49,0.4024390243902439,6532,1513,5019,0.2316289038579302,0.7683710961420698,0.45024494794856096,0.3502974223397224,0.4803745766088862,0.5448076933171656,18.451219512195124,61.20731707317073,101.2560975609756
2007,San Antonio Spurs,1610612759,82,58,24,0.7073170731707317,6328,1561,4767,0.24668141592920353,0.7533185840707964,0.47392541087231355,0.3811659192825112,0.5043003985735264,0.5611040115568394,19.036585365853657,58.13414634146341,98.52439024390245
2007,Seattle SuperSonics,1610612760,82,31,51,0.3780487804878049,6628,1451,5177,0.21891973445986723,0.7810802655401328,0.4597163548581774,0.36181943487250173,0.48715472281243966,0.5442612239651673,17.695121951219512,63.13414634146341,99.14634146341463
2007,Toronto Raptors,1610612761,82,47,35,0.573170731707317,6547,1464,5083,0.2236138689476096,0.7763861310523904,0.4631128761264701,0.36270491803278687,0.492032264410781,0.5497312335222156,17.853658536585368,61.98780487804878,99.47560975609755
2007,Utah Jazz,1610612762,82,51,31,0.6219512195121951,6471,1056,5415,0.16318961520630507,0.836810384793695,0.47426981919332406,0.3352272727272727,0.5013850415512465,0.550813578527669,12.878048780487806,66.03658536585365,101.48780487804878
2007,Washington Wizards,1610612764,82,41,41,0.5,6820,1614,5206,0.23665689149560118,0.7633431085043988,0.4501466275659824,0.3475836431226766,0.48194391087207067,0.5424115633320654,19.682926829268293,63.48780487804878,104.34146341463415
2008,Atlanta Hawks,1610612737,82,37,45,0.45121951219512196,6552,1078,5474,0.16452991452991453,0.8354700854700855,0.45405982905982906,0.3562152133580705,0.47332846181951044,0.5346606690494272,13.146341463414634,66.7560975609756,98.21951219512195
2008,Boston Celtics,1610612738,82,66,16,0.8048780487804879,6286,1564,4722,0.24880687241489025,0.7511931275851098,0.4750238625517022,0.38107416879795397,0.5061414654807285,0.5691356593000013,19.073170731707318,57.58536585365854,100.54878048780488
2008,Charlotte Bobcats,1610612766,82,32,50,0.3902439024390244,6554,1443,5111,0.22017088800732376,0.7798291119926762,0.4516325907842539,0.3665973665973666,0.47564077479945216,0.5316917403735671,17.597560975609756,62.329268292682926,97.0609756097561
2008,Chicago Bulls,1610612741,82,33,49,0.4024390243902439,6861,1305,5556,0.19020550940096195,0.8097944905990381,0.43535927707331296,0.3632183908045977,0.4523038156947444,0.5146535358329378,15.914634146341463,67.7560975609756,97.32926829268293
2008,Cleveland Cavaliers,1610612739,82,45,37,0.5487804878048781,6697,1544,5153,0.2305509929819322,0.7694490070180678,0.43855457667612363,0.35751295336787564,0.4628371822239472,0.5196716395926269,18.829268292682926,62.84146341463415,96.3780487804878
2008,Dallas Mavericks,1610612742,82,51,31,0.6219512195121951,6515,1403,5112,0.21534919416730622,0.7846508058326938,0.46431312356101306,0.35210263720598717,0.4951095461658842,0.5542541733979536,17.109756097560975,62.34146341463415,100.41463414634147
2008,Denver Nuggets,1610612743,82,50,32,0.6097560975609756,7038,1605,5433,0.2280477408354646,0.7719522591645354,0.46987780619494174,0.3545171339563863,0.5039572979937419,0.5569358584693038,19.573170731707314,66.2560975609756,110.65853658536585
2008,Detroit Pistons,1610612765,82,59,23,0.7195121951219512,6551,1330,5221,0.20302243932224087,0.7969775606777592,0.4577927034040605,0.3661654135338346,0.48113388239800803,0.5388640163978641,16.21951219512195,63.670731707317074,97.46341463414635
2008,Golden State Warriors,1610612744,82,48,34,0.5853658536585366,7406,2185,5221,0.2950310559006211,0.7049689440993789,0.4594923035376722,0.3482837528604119,0.5060333269488604,0.5481399963397131,26.646341463414636,63.670731707317074,111.03658536585365
2008,Houston Rockets,1610612745,82,55,27,0.6707317073170732,6698,1707,4991,0.2548521946849806,0.7451478053150195,0.44834278889220663,0.341534856473345,0.484872770987778,0.5279505586383924,20.817073170731707,60.86585365853659,96.71951219512195
2008,Indiana Pacers,1610612754,82,36,46,0.43902439024390244,6993,2021,4972,0.289003289003289,0.710996710996711,0.4435864435864436,0.37357743691241957,0.47204344328238135,0.5402662111543084,24.646341463414636,60.63414634146341,103.98780487804878
2008,Los Angeles Clippers,1610612746,82,23,59,0.2804878048780488,6445,1079,5366,0.16741660201706748,0.8325833979829325,0.4375484871993794,0.3243744207599629,0.4603056280283265,0.5194966582560254,13.158536585365855,65.4390243902439,93.8048780487805
2008,Los Angeles Lakers,1610612747,82,57,25,0.6951219512195121,6818,1751,5067,0.25682018187151656,0.7431798181284834,0.47638603696098564,0.37806967447173045,0.5103611604499704,0.5695425237949032,21.353658536585364,61.792682926829265,108.58536585365853
2008,Memphis Grizzlies,1610612763,82,22,60,0.2682926829268293,6737,1779,4958,0.26406412349710556,0.7359358765028945,0.45420810449755084,0.3485103991006183,0.49213392496974584,0.5389911850103399,21.695121951219512,60.46341463414634,100.6951219512195
2008,Miami Heat,1610612748,82,15,67,0.18292682926829268,6336,1373,4963,0.21669823232323232,0.7833017676767676,0.4431818181818182,0.35761107064821557,0.46685472496473907,0.5221431638348771,16.743902439024385,60.52439024390244,91.35365853658537
2008,Milwaukee Bucks,1610612749,82,26,56,0.3170731707317073,6745,1313,5432,0.19466271312083025,0.8053372868791697,0.4486286137879911,0.34424980959634427,0.4738586156111929,0.5223077125075496,16.01219512195122,66.2439024390244,97.02439024390245
2008,Minnesota Timberwolves,1610612750,82,22,60,0.2682926829268293,6817,1259,5558,0.18468534545987972,0.8153146545401203,0.451224878979023,0.35027799841143764,0.474091399784095,0.5183207439380473,15.353658536585368,67.78048780487805,95.59756097560975
2008,New Jersey Nets,1610612751,82,34,48,0.4146341463414634,6450,1430,5020,0.22170542635658916,0.7782945736434108,0.4427906976744186,0.34825174825174826,0.4697211155378486,0.5284304599772944,17.4390243902439,61.21951219512195,95.8170731707317
2008,New Orleans Hornets,1610612740,82,56,26,0.6829268292682927,6796,1621,5175,0.23852266038846381,0.7614773396115362,0.4655679811653914,0.38864898210980875,0.4896618357487923,0.5478940199388374,19.76829268292683,63.109756097560975,100.85365853658537
2008,New York Knicks,1610612752,82,23,59,0.2804878048780488,6757,1454,5303,0.2151842533668788,0.7848157466331213,0.43910019239307385,0.33700137551581844,0.46709409768055815,0.5175287805386257,17.73170731707317,64.67073170731707,96.92682926829268
2008,Orlando Magic,1610612753,82,52,30,0.6341463414634146,6446,2074,4372,0.32174992243251627,0.6782500775674837,0.47440273037542663,0.3862102217936355,0.5162397072278133,0.574756598933007,25.29268292682927,53.31707317073171,104.47560975609755
2008,Philadelphia 76ers,1610612755,82,40,42,0.4878048780487805,6648,952,5696,0.14320096269554752,0.8567990373044525,0.45968712394705175,0.3172268907563025,0.48349719101123595,0.5220550638616394,11.609756097560975,69.46341463414635,96.6219512195122
2008,Phoenix Suns,1610612756,82,55,27,0.6707317073170732,6782,1764,5018,0.2601002654084341,0.7398997345915659,0.5001474491300502,0.3934240362811791,0.5376644081307294,0.5897896987407018,21.51219512195122,61.19512195121951,110.07317073170732
2008,Portland Trail Blazers,1610612757,82,41,41,0.5,6546,1426,5120,0.21784295753131683,0.7821570424686831,0.44836541399327834,0.37727910238429174,0.4681640625,0.5315359894725968,17.390243902439025,62.4390243902439,95.36585365853658
2008,Sacramento Kings,1610612758,82,38,44,0.4634146341463415,6558,1367,5191,0.20844769746874048,0.7915523025312595,0.4640134187252211,0.37307973664959765,0.4879599306492005,0.5562553587873527,16.670731707317074,63.30487804878049,102.53658536585365
2008,San Antonio Spurs,1610612759,82,56,26,0.6829268292682927,6424,1610,4814,0.25062266500622665,0.7493773349937733,0.45734744707347447,0.368944099378882,0.48691316992106354,0.5427118380581187,19.634146341463413,58.70731707317073,95.36585365853658
2008,Seattle SuperSonics,1610612760,82,20,62,0.24390243902439024,7032,939,6093,0.13353242320819111,0.8664675767918089,0.44439704209328784,0.3333333333333333,0.4615132118824881,0.5092932163849923,11.45121951219512,74.3048780487805,97.54878048780488
2008,Toronto Raptors,1610612761,82,41,41,0.5,6726,1459,5267,0.2169194171870354,0.7830805828129647,0.4680344930121915,0.39204934886908843,0.4890829694323144,0.5509340730089922,17.79268292682927,64.23170731707317,100.1829268292683
2008,Utah Jazz,1610612762,82,54,28,0.6585365853658537,6592,1095,5497,0.16611043689320387,0.8338895631067961,0.4974211165048544,0.37168949771689497,0.5224668000727669,0.5727911699407612,13.353658536585364,67.03658536585365,106.21951219512195
2008,Washington Wizards,1610612764,82,43,39,0.524390243902439,6695,1614,5081,0.24107542942494398,0.758924570575056,0.44600448095593725,0.3562577447335812,0.47451289116315687,0.5351972780489869,19.682926829268293,61.96341463414634,98.82926829268293
2009,Atlanta Hawks,1610612737,82,47,35,0.573170731707317,6451,1633,4818,0.2531390482095799,0.7468609517904201,0.4582235312354674,0.3655848132271892,0.4896222498962225,0.5459801313718039,19.914634146341463,58.75609756097561,98.1219512195122
2009,Boston Celtics,1610612738,82,62,20,0.7560975609756098,6333,1355,4978,0.21395862940154745,0.7860413705984526,0.4855518711511132,0.3970479704797048,0.5096424266773805,0.5710046922439967,16.524390243902438,60.707317073170735,100.91463414634147
2009,Charlotte Bobcats,1610612766,82,35,47,0.4268292682926829,6299,1339,4960,0.21257342435307192,0.7874265756469281,0.4549928560088903,0.3659447348767737,0.4790322580645161,0.5358339382433411,16.329268292682926,60.48780487804878,93.6219512195122
2009,Chicago Bulls,1610612741,82,41,41,0.5,6846,1293,5553,0.18886941279579317,0.8111305872042068,0.4566170026292726,0.38128383604021654,0.47415811273185665,0.5405942536211685,15.76829268292683,67.71951219512195,102.17073170731707
2009,Cleveland Cavaliers,1610612739,82,66,16,0.8048780487804879,6454,1670,4784,0.2587542609234583,0.7412457390765417,0.4682367524016114,0.39281437125748503,0.4945652173913043,0.5602048157312435,20.365853658536587,58.34146341463415,100.28048780487805
2009,Dallas Mavericks,1610612742,82,50,32,0.6097560975609756,6770,1632,5138,0.24106351550960117,0.7589364844903989,0.4620384047267356,0.34987745098039214,0.4976644608797197,0.5499757412114628,19.902439024390244,62.65853658536585,101.7439024390244
2009,Denver Nuggets,1610612743,82,54,28,0.6585365853658537,6510,1477,5033,0.22688172043010751,0.7731182795698924,0.4697388632872504,0.3710223425863236,0.4987085237432943,0.5625121642022651,18.01219512195122,61.3780487804878,104.32926829268293
2009,Detroit Pistons,1610612765,82,39,43,0.47560975609756095,6559,1079,5480,0.16450678457081871,0.8354932154291813,0.4544900137216039,0.3493975903614458,0.4751824817518248,0.5240377833479822,13.158536585365855,66.82926829268293,94.23170731707317
2009,Golden State Warriors,1610612744,82,29,53,0.35365853658536583,7055,1475,5580,0.2090715804394047,0.7909284195605953,0.45797306874557053,0.3728813559322034,0.48046594982078855,0.549184210136812,17.98780487804878,68.04878048780488,108.59756097560975
2009,Houston Rockets,1610612745,82,53,29,0.6463414634146342,6526,1656,4870,0.25375421391357644,0.7462457860864236,0.4534171008274594,0.375,0.48008213552361395,0.5479865060869281,20.195121951219512,59.390243902439025,98.41463414634147
2009,Indiana Pacers,1610612754,82,36,46,0.43902439024390244,7080,1725,5355,0.24364406779661016,0.7563559322033898,0.4548022598870056,0.3779710144927536,0.47955182072829133,0.544580110217908,21.036585365853657,65.3048780487805,105.08536585365853
2009,Los Angeles Clippers,1610612746,82,19,63,0.23170731707317074,6696,1513,5183,0.2259557945041816,0.7740442054958184,0.4413082437275986,0.3536021150033047,0.4669110553733359,0.5195758651381182,18.451219512195124,63.20731707317073,95.10975609756098
2009,Los Angeles Lakers,1610612747,82,65,17,0.7926829268292683,6981,1516,5465,0.21716086520555794,0.782839134794442,0.47371436756911617,0.3608179419525066,0.505032021957914,0.554987289980859,18.48780487804878,66.64634146341463,106.92682926829268
2009,Memphis Grizzlies,1610612763,82,24,58,0.2926829268292683,6311,1106,5205,0.1752495642528918,0.8247504357471083,0.45396926002218346,0.35985533453887886,0.4739673390970221,0.532742412330724,13.487804878048781,63.47560975609756,93.8780487804878
2009,Miami Heat,1610612748,82,43,39,0.524390243902439,6646,1631,5015,0.24541077339753234,0.7545892266024676,0.4565151971110442,0.35683629675045986,0.4889332003988036,0.5396131333308344,19.890243902439025,61.15853658536585,98.3048780487805
2009,Milwaukee Bucks,1610612749,82,34,48,0.4146341463414634,6755,1408,5347,0.2084381939304219,0.791561806069578,0.4454478164322724,0.36292613636363635,0.4671778567420984,0.5311514936434043,17.170731707317074,65.20731707317073,99.29268292682927
2009,Minnesota Timberwolves,1610612750,82,24,58,0.2926829268292683,6766,1539,5227,0.227460833579663,0.7725391664203369,0.44132426840082767,0.35282651072124754,0.46738090682992156,0.5256926635094953,18.76829268292683,63.74390243902438,97.79268292682927
2009,New Jersey Nets,1610612751,82,34,48,0.4146341463414634,6536,1735,4801,0.265452876376989,0.734547123623011,0.44752141982864135,0.37579250720461094,0.4734430327015205,0.5429852035857003,21.158536585365855,58.548780487804876,98.09756097560975
2009,New Orleans Hornets,1610612740,82,49,33,0.5975609756097561,6366,1526,4840,0.23971096449890042,0.7602890355010996,0.4572730128809299,0.36435124508519,0.4865702479338843,0.5477154472904922,18.609756097560975,59.02439024390244,95.8170731707317
2009,New York Knicks,1610612752,82,32,50,0.3902439024390244,7091,2284,4807,0.3220984346354534,0.6779015653645466,0.4452122408687068,0.36033274956217165,0.48554191803619723,0.5441528951684119,27.853658536585364,58.6219512195122,105.20731707317073
2009,Oklahoma City Thunder,1610612760,82,23,59,0.2804878048780488,6716,949,5767,0.14130434782608695,0.8586956521739131,0.44654556283502084,0.34562697576396206,0.46315241893532166,0.5213496346881081,11.573170731707318,70.32926829268293,96.97560975609755
2009,Orlando Magic,1610612753,82,59,23,0.7195121951219512,6416,2147,4269,0.33463216957605985,0.6653678304239401,0.4565149625935162,0.3805309734513274,0.4947294448348559,0.5593115998768786,26.182926829268293,52.0609756097561,101.04878048780488
2009,Philadelphia 76ers,1610612755,82,41,41,0.5,6532,1072,5460,0.16411512553582364,0.8358848744641764,0.4588181261481935,0.3180970149253731,0.48644688644688644,0.5319673266693662,13.073170731707318,66.58536585365853,97.40243902439025
2009,Phoenix Suns,1610612756,82,46,36,0.5609756097560976,6695,1445,5250,0.21583271097834206,0.784167289021658,0.5038088125466766,0.38269896193771624,0.5371428571428571,0.583831244535121,17.621951219512194,64.02439024390245,109.4390243902439
2009,Portland Trail Blazers,1610612757,82,54,28,0.6585365853658537,6494,1555,4939,0.23945180166307362,0.7605481983369264,0.46473668001231905,0.3832797427652733,0.49038266855638796,0.5532168409167402,18.96341463414634,60.23170731707317,99.42682926829268
2009,Sacramento Kings,1610612758,82,17,65,0.2073170731707317,6685,1594,5091,0.23844427823485415,0.7615557217651459,0.4472700074794316,0.36762860727728985,0.47220585346690236,0.5417704490756798,19.4390243902439,62.08536585365854,100.58536585365854
